_id,Name,Price,NewPrice,OldPrice,Size,Time,LastBump,Link
66e22d7ab7f663df45f3e0d7,Chrome Hearts x Rolex Oyster Perpetual Motif Chain Watch`,$39950,,,OS,(28 days),10 minutes ago(28 days),https://www.grailed.com/listings/65636191-chrome-hearts-x-rolex-chrome-hearts-x-rolex-oyster-perpetual-motif-chain-watch?g_aidx=Listing_production&g_aqid=93256c54d7bd8719581381a3e8bf1af5
66e22d7ab7f663df45f3e0d8,🔥SICK🔥Rare OG Chrome Hearts Blue Metallic Thermal Lining,,$2835,$3500,S,(about 2 months),10 minutes ago(about 2 months),https://www.grailed.com/listings/64014521-chrome-hearts-sick-rare-og-chrome-hearts-blue-metallic-thermal-lining?g_aidx=Listing_production&g_aqid=93256c54d7bd8719581381a3e8bf1af5
66e22d7ab7f663df45f3e0d9,Chrome hearts X gallery Jeans,,$3250,$4200,33,(about 9 hours),12 minutes ago(about 9 hours),https://www.grailed.com/listings/67249918-chrome-hearts-x-gallery-dept-chrome-hearts-x-gallery-jeans?g_aidx=Listing_production&g_aqid=93256c54d7bd8719581381a3e8bf1af5
66e22d7ab7f663df45f3e0da,Chrome Hearts Neck Logo Baseball Shirt Red/Black,$750,,,M,,15 minutes ago,https://www.grailed.com/listings/67286445-chrome-hearts-chrome-hearts-neck-logo-baseball-shirt-red-black?g_aidx=Listing_production&g_aqid=93256c54d7bd8719581381a3e8bf1af5
66e22d7ab7f663df45f3e0db,Chrome Hearts Hoodie,$580,,,L,,16 minutes ago,https://www.grailed.com/listings/67286300-chrome-hearts-chrome-hearts-hoodie?g_aidx=Listing_production&g_aqid=93256c54d7bd8719581381a3e8bf1af5
66e22d7ab7f663df45f3e0dc,Chrome Hearts Las Vegas Exclusive Horseshoe Long Sleeve Tee,$799,,,L,,16 minutes ago,https://www.grailed.com/listings/67286188-chrome-hearts-chrome-hearts-las-vegas-exclusive-horseshoe-long-sleeve-tee?g_aidx=Listing_production&g_aqid=93256c54d7bd8719581381a3e8bf1af5
66e22d7ab7f663df45f3e0dd,CHROME HEARTS FOTI PEPE JAPAN EXCLUSIVE TEE MEDIUM,,$283,$350,M,(21 days),20 minutes ago(21 days),https://www.grailed.com/listings/66147502-chrome-hearts-chrome-hearts-foti-pepe-japan-exclusive-tee-medium?g_aidx=Listing_production&g_aqid=93256c54d7bd8719581381a3e8bf1af5
66e22d7ab7f663df45f3e0de,Chrome Hearts Crop Top,$385,,,M,,21 minutes ago,https://www.grailed.com/listings/67285498-chrome-hearts-chrome-hearts-crop-top?g_aidx=Listing_production&g_aqid=93256c54d7bd8719581381a3e8bf1af5
66e22d7ab7f663df45f3e0df,Chrome Hearts American Flag T-Shirt 'Black',$499,,,M,,22 minutes ago,https://www.grailed.com/listings/67285386-chrome-hearts-chrome-hearts-american-flag-t-shirt-black?g_aidx=Listing_production&g_aqid=93256c54d7bd8719581381a3e8bf1af5
66e22d7ab7f663df45f3e0e0,Chrome Hearts CH Baseball Hat,$800,,,OS,(26 days),30 minutes ago(26 days),https://www.grailed.com/listings/65687203-chrome-hearts-chrome-hearts-ch-baseball-hat?g_aidx=Listing_production&g_aqid=93256c54d7bd8719581381a3e8bf1af5
66e22d7ab7f663df45f3e0e1,Chrome Hearts Biker Shorts,$400,,,27,,33 minutes ago,https://www.grailed.com/listings/67283762-chrome-hearts-chrome-hearts-biker-shorts?g_aidx=Listing_production&g_aqid=93256c54d7bd8719581381a3e8bf1af5
66e22d7ab7f663df45f3e0e2,Chrome Hearts Matty Boy Sex Records Hoodie,,$918,$1400,XXL,(2 months),33 minutes ago(2 months),https://www.grailed.com/listings/63686325-chrome-hearts-chrome-hearts-matty-boy-sex-records-hoodie?g_aidx=Listing_production&g_aqid=93256c54d7bd8719581381a3e8bf1af5
66e22d7ab7f663df45f3e0e3,Chrome Hearts Black KZ Bracelet CH Cross Pendant Silver 925,$219,,,OS,,40 minutes ago,https://www.grailed.com/listings/67289003-chrome-hearts-chrome-hearts-black-kz-bracelet-ch-cross-pendant-silver-925?g_aidx=Listing_production&g_aqid=93256c54d7bd8719581381a3e8bf1af5
66e22d7ab7f663df45f3e0e4,Rhinestone Tank Top RARE!!,$765,,,XL,(21 days),44 minutes ago(21 days),https://www.grailed.com/listings/66146250-chrome-hearts-x-vintage-rhinestone-tank-top-rare?g_aidx=Listing_production&g_aqid=93256c54d7bd8719581381a3e8bf1af5
66e22d7ab7f663df45f3e0e5,CHROME HEARTS LEATHER MINI WALLET,$6500,,,OS,(28 days),44 minutes ago(28 days),https://www.grailed.com/listings/65635034-chrome-hearts-chrome-hearts-leather-mini-wallet?g_aidx=Listing_production&g_aqid=93256c54d7bd8719581381a3e8bf1af5
66e22d7ab7f663df45f3e0e6,CHROME HEARTS MATTY BOY 1OF1 WALLET,$11500,,,OS,(28 days),44 minutes ago(28 days),https://www.grailed.com/listings/65635018-chrome-hearts-chrome-hearts-matty-boy-1of1-wallet?g_aidx=Listing_production&g_aqid=93256c54d7bd8719581381a3e8bf1af5
66e22d7ab7f663df45f3e0e7,CHROME HEARTS DOUBLE FLORAL XL WALLET,$8500,,,OS,(28 days),44 minutes ago(28 days),https://www.grailed.com/listings/65635005-chrome-hearts-chrome-hearts-double-floral-xl-wallet?g_aidx=Listing_production&g_aqid=93256c54d7bd8719581381a3e8bf1af5
66e22d7ab7f663df45f3e0e8,Chrome hearts red leather slip ons,,$886,$1750,8,(15 days),about 1 hour ago(15 days),https://www.grailed.com/listings/66487361-chrome-hearts-chrome-hearts-red-leather-slip-ons?g_aidx=Listing_production&g_aqid=93256c54d7bd8719581381a3e8bf1af5
66e22d7ab7f663df45f3e0e9,Chrome hearts foti hat,,$299,$510,OS,(22 days),about 1 hour ago(22 days),https://www.grailed.com/listings/65936194-chrome-hearts-chrome-hearts-foti-hat?g_aidx=Listing_production&g_aqid=93256c54d7bd8719581381a3e8bf1af5
66e22d7ab7f663df45f3e0ea,Chrome hearts blue patched jacket,,$7978,$12500,XL,(15 days),about 1 hour ago(15 days),https://www.grailed.com/listings/66487116-chrome-hearts-chrome-hearts-blue-patched-jacket?g_aidx=Listing_production&g_aqid=93256c54d7bd8719581381a3e8bf1af5
66e22d7ab7f663df45f3e0eb,Chrom Hearts BONENNOISSEUR I,,$1539,$1900,OS,(7 days),about 1 hour ago(7 days),https://www.grailed.com/listings/66855204-chrome-hearts-chrom-hearts-bonennoisseur-i?g_aidx=Listing_production&g_aqid=93256c54d7bd8719581381a3e8bf1af5
66e22d7ab7f663df45f3e0ec,Chrome Hearts Pen 15 Cross Glasses,$1800,,,OS,(28 days),about 1 hour ago(28 days),https://www.grailed.com/listings/65634772-chrome-hearts-chrome-hearts-pen-15-cross-glasses?g_aidx=Listing_production&g_aqid=93256c54d7bd8719581381a3e8bf1af5
66e22d7ab7f663df45f3e0ed,Chrome Hearts Leather Cigarette Case,$2550,,,OS,(28 days),about 1 hour ago(28 days),https://www.grailed.com/listings/65634702-chrome-hearts-chrome-hearts-leather-cigarette-case?g_aidx=Listing_production&g_aqid=93256c54d7bd8719581381a3e8bf1af5
66e22d7ab7f663df45f3e0ee,Chrome Hearts Aviator Sunglasses,$1500,,,OS,(28 days),about 1 hour ago(28 days),https://www.grailed.com/listings/65634657-chrome-hearts-chrome-hearts-aviator-sunglasses?g_aidx=Listing_production&g_aqid=93256c54d7bd8719581381a3e8bf1af5
66e22d7ab7f663df45f3e0ef,90's Chrome Heart Long Sleeve logo,$499,,,M,(28 days),about 1 hour ago(28 days),https://www.grailed.com/listings/65634604-chrome-hearts-90-s-chrome-heart-long-sleeve-logo?g_aidx=Listing_production&g_aqid=93256c54d7bd8719581381a3e8bf1af5
66e22d7ab7f663df45f3e0f0,Chrome Hearts Medallion Plus Pendant Chain,$2250,,,OS,(28 days),about 1 hour ago(28 days),https://www.grailed.com/listings/65634597-chrome-hearts-chrome-hearts-medallion-plus-pendant-chain?g_aidx=Listing_production&g_aqid=93256c54d7bd8719581381a3e8bf1af5
66e22d7ab7f663df45f3e0f1,Black Lounge Shorts,$340,,,34,(21 days),about 1 hour ago(21 days),https://www.grailed.com/listings/66144930-chrome-hearts-black-lounge-shorts?g_aidx=Listing_production&g_aqid=93256c54d7bd8719581381a3e8bf1af5
66e22d7ab7f663df45f3e0f2,Chrome Hearts Leopard Cemetery Patch Clutch,$4800,,,OS,(28 days),about 1 hour ago(28 days),https://www.grailed.com/listings/65634531-chrome-hearts-chrome-hearts-leopard-cemetery-patch-clutch?g_aidx=Listing_production&g_aqid=93256c54d7bd8719581381a3e8bf1af5
66e22d7ab7f663df45f3e0f3,CHROME HEARTS SZ36 CANVAS CARPENTERS,$9500,,,36,(28 days),about 1 hour ago(28 days),https://www.grailed.com/listings/65634486-chrome-hearts-chrome-hearts-sz36-canvas-carpenters?g_aidx=Listing_production&g_aqid=93256c54d7bd8719581381a3e8bf1af5
66e22d7ab7f663df45f3e0f4,CHROME HEARTS 90’S LEATHER JACKET SZ-XL,$22000,,,L,(22 days),about 1 hour ago(22 days),https://www.grailed.com/listings/65634465-chrome-hearts-chrome-hearts-90-s-leather-jacket-sz-xl?g_aidx=Listing_production&g_aqid=93256c54d7bd8719581381a3e8bf1af5
66e22d7ab7f663df45f3e0f5,Chrome Hearts Heart Floral Plus ID Bracelet,$5995,,,OS,(28 days),about 1 hour ago(28 days),https://www.grailed.com/listings/65634440-chrome-hearts-chrome-hearts-heart-floral-plus-id-bracelet?g_aidx=Listing_production&g_aqid=93256c54d7bd8719581381a3e8bf1af5
66e22d7ab7f663df45f3e0f6,CHROME HEARTS BRAND NEW BATH ROBE 1Of1,,$5850,$6500,OS,(28 days),about 1 hour ago(28 days),https://www.grailed.com/listings/65634437-chrome-hearts-chrome-hearts-brand-new-bath-robe-1of1?g_aidx=Listing_production&g_aqid=93256c54d7bd8719581381a3e8bf1af5
66e22d7ab7f663df45f3e0f7,Embroidered Hollywood 1/4 Zip,$1400,,,M,(21 days),about 1 hour ago(21 days),https://www.grailed.com/listings/66144568-chrome-hearts-embroidered-hollywood-1-4-zip?g_aidx=Listing_production&g_aqid=93256c54d7bd8719581381a3e8bf1af5
66e22d7ab7f663df45f3e0f8,CHROME HEARTS VINTAGE SZ- XL CREWNECK,$3500,,,XL,(28 days),about 1 hour ago(28 days),https://www.grailed.com/listings/65634370-chrome-hearts-chrome-hearts-vintage-sz-xl-crewneck?g_aidx=Listing_production&g_aqid=93256c54d7bd8719581381a3e8bf1af5
66e22d7ab7f663df45f3e0f9,Chrome Hearts glasses,$900,,,OS,(17 days),about 1 hour ago(17 days),https://www.grailed.com/listings/66381409-chrome-hearts-chrome-hearts-glasses?g_aidx=Listing_production&g_aqid=93256c54d7bd8719581381a3e8bf1af5
66e22d7ab7f663df45f3e0fa,CHROME HEARTS QUARTER ZIP,$1650,,,M,(8 days),about 1 hour ago(8 days),https://www.grailed.com/listings/66825011-chrome-hearts-chrome-hearts-quarter-zip?g_aidx=Listing_production&g_aqid=93256c54d7bd8719581381a3e8bf1af5
66e22d7ab7f663df45f3e0fb,Dice Longsleeve,$640,,,M,(21 days),about 1 hour ago(21 days),https://www.grailed.com/listings/66144278-chrome-hearts-dice-longsleeve?g_aidx=Listing_production&g_aqid=93256c54d7bd8719581381a3e8bf1af5
66e22d7ab7f663df45f3e0fc,Chrome hearts green yellow tank top dress small,$629,,,S,(14 days),about 1 hour ago(14 days),https://www.grailed.com/listings/66531253-chrome-hearts-chrome-hearts-green-yellow-tank-top-dress-small?g_aidx=Listing_production&g_aqid=5b5b2bdf5572abec072307d54942e613
66e22d7ab7f663df45f3e0fd,Chrome Hearts Bifold Cardholder Black Leather Wallet Chain,$900,,,OS,(28 days),about 1 hour ago(28 days),https://www.grailed.com/listings/65634055-chrome-hearts-chrome-hearts-bifold-cardholder-black-leather-wallet-chain?g_aidx=Listing_production&g_aqid=5b5b2bdf5572abec072307d54942e613
66e22d7ab7f663df45f3e0fe,CHROME HEARTS MOTO JACKET CROSS PATCH,$50000,,,M,(28 days),about 1 hour ago(28 days),https://www.grailed.com/listings/65634054-chrome-hearts-chrome-hearts-moto-jacket-cross-patch?g_aidx=Listing_production&g_aqid=5b5b2bdf5572abec072307d54942e613
66e22d7ab7f663df45f3e0ff,Chrome Hearts Plus Slide,$950,,,10,(14 days),about 1 hour ago(14 days),https://www.grailed.com/listings/66531238-chrome-hearts-chrome-hearts-plus-slide?g_aidx=Listing_production&g_aqid=5b5b2bdf5572abec072307d54942e613
66e22d7ab7f663df45f3e100,CHROME HEARTS LEATHER MATTY BOY 1Of1 BAG,$25000,,,OS,(28 days),about 1 hour ago(28 days),https://www.grailed.com/listings/65634038-chrome-hearts-chrome-hearts-leather-matty-boy-1of1-bag?g_aidx=Listing_production&g_aqid=5b5b2bdf5572abec072307d54942e613
66e22d7ab7f663df45f3e101,CHROME HEARTS SEX PATCHED CARPENTERS,$35000,,,34,(28 days),about 1 hour ago(28 days),https://www.grailed.com/listings/65634019-chrome-hearts-chrome-hearts-sex-patched-carpenters?g_aidx=Listing_production&g_aqid=5b5b2bdf5572abec072307d54942e613
66e22d7ab7f663df45f3e102,Chrome Hearts Gold Twisted Chain Link Necklace,$8895,,,OS,(28 days),about 1 hour ago(28 days),https://www.grailed.com/listings/65634017-chrome-hearts-chrome-hearts-gold-twisted-chain-link-necklace?g_aidx=Listing_production&g_aqid=5b5b2bdf5572abec072307d54942e613
66e22d7ab7f663df45f3e103,CHROME HEARTS PATCHED SZ-M-L BOMBER,$15000,,,M,(28 days),about 1 hour ago(28 days),https://www.grailed.com/listings/65634006-chrome-hearts-chrome-hearts-patched-sz-m-l-bomber?g_aidx=Listing_production&g_aqid=5b5b2bdf5572abec072307d54942e613
66e22d7ab7f663df45f3e104,Chrome hearts female tank top dress deadly doll xl X-Large,$699,,,XL,(14 days),about 1 hour ago(14 days),https://www.grailed.com/listings/66531148-chrome-hearts-chrome-hearts-female-tank-top-dress-deadly-doll-xl-x-large?g_aidx=Listing_production&g_aqid=5b5b2bdf5572abec072307d54942e613
66e22d7ab7f663df45f3e105,Hermés Lined JJ Dean Leather Rider Jacket,$7000,,,S,(21 days),about 1 hour ago(21 days),https://www.grailed.com/listings/66144088-chrome-hearts-hermes-lined-jj-dean-leather-rider-jacket?g_aidx=Listing_production&g_aqid=5b5b2bdf5572abec072307d54942e613
66e22d7ab7f663df45f3e106,CHROME HEARTS PATCH PANTS SZ-40 XXXL,$21000,,,40,(28 days),about 1 hour ago(28 days),https://www.grailed.com/listings/65633993-chrome-hearts-chrome-hearts-patch-pants-sz-40-xxxl?g_aidx=Listing_production&g_aqid=5b5b2bdf5572abec072307d54942e613
66e22d7ab7f663df45f3e107,Vintage CHROME HEARTS OG Hoodie Jacket Scroll LINED,$1300,,,L,(14 days),about 1 hour ago(14 days),https://www.grailed.com/listings/66531093-chrome-hearts-x-vintage-vintage-chrome-hearts-og-hoodie-jacket-scroll-lined?g_aidx=Listing_production&g_aqid=5b5b2bdf5572abec072307d54942e613
66e22d7ab7f663df45f3e108,Chrome Hearts Leather Patch Dagger Zipper Sweat Shorts,$1895,,,34,(28 days),about 1 hour ago(28 days),https://www.grailed.com/listings/65633921-chrome-hearts-chrome-hearts-leather-patch-dagger-zipper-sweat-shorts?g_aidx=Listing_production&g_aqid=5b5b2bdf5572abec072307d54942e613
66e22d7ab7f663df45f3e109,Chrome Hearts magazine Cher,$130,,,OS,(28 days),about 1 hour ago(28 days),https://www.grailed.com/listings/65633896-chrome-hearts-chrome-hearts-magazine-cher?g_aidx=Listing_production&g_aqid=5b5b2bdf5572abec072307d54942e613
66e22d7ab7f663df45f3e10a,CHROME HEARTS XXL CAMO GUNSLINGER BAG,$21500,,,OS,(7 days),about 1 hour ago(7 days),https://www.grailed.com/listings/66906708-chrome-hearts-chrome-hearts-xxl-camo-gunslinger-bag?g_aidx=Listing_production&g_aqid=5b5b2bdf5572abec072307d54942e613
66e22d7ab7f663df45f3e10b,Chrome Hearts Cemetery Pendant,$4450,,,OS,(28 days),about 1 hour ago(28 days),https://www.grailed.com/listings/65633853-chrome-hearts-chrome-hearts-cemetery-pendant?g_aidx=Listing_production&g_aqid=5b5b2bdf5572abec072307d54942e613
66e22d7ab7f663df45f3e10c,Chrome Hearts Three Crosses Logo Beanie,,$699,$777,OS,(7 days),about 1 hour ago(7 days),https://www.grailed.com/listings/66906610-chrome-hearts-chrome-hearts-three-crosses-logo-beanie?g_aidx=Listing_production&g_aqid=5b5b2bdf5572abec072307d54942e613
66e22d7ab7f663df45f3e10d,Chrome Hearts Double Floral ID Bracelet,$4995,,,OS,(28 days),about 1 hour ago(28 days),https://www.grailed.com/listings/65633820-chrome-hearts-chrome-hearts-double-floral-id-bracelet?g_aidx=Listing_production&g_aqid=5b5b2bdf5572abec072307d54942e613
66e22d7ab7f663df45f3e10e,Chrome Hearts Hoodie Tokyo Exclusive,,$900,$1000,S,(13 days),about 1 hour ago(13 days),https://www.grailed.com/listings/66335548-chrome-hearts-chrome-hearts-hoodie-tokyo-exclusive?g_aidx=Listing_production&g_aqid=5b5b2bdf5572abec072307d54942e613
66e22d7ab7f663df45f3e10f,Chrome Hearts Cross Pendant Braided Necklace,$2200,,,OS,(28 days),about 1 hour ago(28 days),https://www.grailed.com/listings/65633778-chrome-hearts-chrome-hearts-cross-pendant-braided-necklace?g_aidx=Listing_production&g_aqid=5b5b2bdf5572abec072307d54942e613
66e22d7ab7f663df45f3e110,Chrome Hearts Leather Cross Patch Hat Blue,,$810,$1000,OS,(3 months),about 2 hours ago(3 months),https://www.grailed.com/listings/62460886-chrome-hearts-chrome-hearts-leather-cross-patch-hat-blue?g_aidx=Listing_production&g_aqid=5b5b2bdf5572abec072307d54942e613
66e22d7ab7f663df45f3e111,Chrome Hearts Los Angeles Single Pocket White Tee,,$388,$432,S,(1 day),about 2 hours ago(1 day),https://www.grailed.com/listings/67230334-chrome-hearts-x-designer-x-vintage-chrome-hearts-los-angeles-single-pocket-white-tee?g_aidx=Listing_production&g_aqid=5b5b2bdf5572abec072307d54942e613
66e22d7ab7f663df45f3e112,Chrome Hearts Black Leather Cross Patch 1/1 Carpenter Jeans,$13750,,,32,(28 days),about 2 hours ago(28 days),https://www.grailed.com/listings/65633663-chrome-hearts-chrome-hearts-black-leather-cross-patch-1-1-carpenter-jeans?g_aidx=Listing_production&g_aqid=5b5b2bdf5572abec072307d54942e613
66e22d7ab7f663df45f3e113,Chrome Hearts Matty Boy NinetyNineEyes Pretense The Pretend,$599,,,XS,,about 2 hours ago,https://www.grailed.com/listings/67286565-chrome-hearts-chrome-hearts-matty-boy-ninetynineeyes-pretense-the-pretend?g_aidx=Listing_production&g_aqid=5b5b2bdf5572abec072307d54942e613
66e22d7ab7f663df45f3e114,Chrome Hearts - Vintage - Honolulu Thermal Tank Top,,$171,$215,S,(7 days),about 2 hours ago(7 days),https://www.grailed.com/listings/66903185-chrome-hearts-chrome-hearts-vintage-honolulu-thermal-tank-top?g_aidx=Listing_production&g_aqid=5b5b2bdf5572abec072307d54942e613
66e22d7ab7f663df45f3e115,Chrome Hearts Gallery Dept Grey & Black Cross Patch Jeans,$13750,,,38,(21 days),about 2 hours ago(21 days),https://www.grailed.com/listings/66142761-chrome-hearts-x-gallery-dept-x-levi-s-chrome-hearts-gallery-dept-grey-black-cross-patch-jeans?g_aidx=Listing_production&g_aqid=5b5b2bdf5572abec072307d54942e613
66e22d7ab7f663df45f3e116,Chrome Hearts Vintage NYC Neck Logo Faded Tshirt,$275,,,M,(28 days),about 2 hours ago(28 days),https://www.grailed.com/listings/65633401-chrome-hearts-x-vintage-chrome-hearts-vintage-nyc-neck-logo-faded-tshirt?g_aidx=Listing_production&g_aqid=5b5b2bdf5572abec072307d54942e613
66e22d7ab7f663df45f3e117,Chrome Hearts Neck Logo Baseball Shirt Red/Black,$450,,,XL,,about 2 hours ago,https://www.grailed.com/listings/67286231-chrome-hearts-chrome-hearts-neck-logo-baseball-shirt-red-black?g_aidx=Listing_production&g_aqid=5b5b2bdf5572abec072307d54942e613
66e22d7ab7f663df45f3e118,❌LAST❌ CHROME HEARTS FOTI HORSESHOE CROSS LOGO ZIP UP HOODIE,$655,,,M,,about 2 hours ago,https://www.grailed.com/listings/67286211-chrome-hearts-x-rare-last-chrome-hearts-foti-horseshoe-cross-logo-zip-up-hoodie?g_aidx=Listing_production&g_aqid=5b5b2bdf5572abec072307d54942e613
66e22d7ab7f663df45f3e119,Chrome Hearts Foti Skull Long Sleeve T-Shirt,,$405,$450,L,(15 days),about 2 hours ago(15 days),https://www.grailed.com/listings/66478395-chrome-hearts-chrome-hearts-foti-skull-long-sleeve-t-shirt?g_aidx=Listing_production&g_aqid=5b5b2bdf5572abec072307d54942e613
66e22d7ab7f663df45f3e11a,Chrome Hearts Tipping Velvet Glasses,$3500,,,OS,,about 2 hours ago,https://www.grailed.com/listings/67286135-chrome-hearts-chrome-hearts-tipping-velvet-glasses?g_aidx=Listing_production&g_aqid=5b5b2bdf5572abec072307d54942e613
66e22d7ab7f663df45f3e11b,Chrome Hearts Grooming Kit,$1150,,,OS,(21 days),about 2 hours ago(21 days),https://www.grailed.com/listings/66142465-chrome-hearts-chrome-hearts-grooming-kit?g_aidx=Listing_production&g_aqid=5b5b2bdf5572abec072307d54942e613
66e22d7ab7f663df45f3e11c,Baby Milo X Chrome Heart Tee,$475,,,S,(22 days),about 2 hours ago(22 days),https://www.grailed.com/listings/65976908-bape-x-chrome-hearts-baby-milo-x-chrome-heart-tee?g_aidx=Listing_production&g_aqid=5b5b2bdf5572abec072307d54942e613
66e22d7ab7f663df45f3e11d,Gunslinger strap waist bag,$4000,,,OS,(7 days),about 2 hours ago(7 days),https://www.grailed.com/listings/66905451-chrome-hearts-gunslinger-strap-waist-bag?g_aidx=Listing_production&g_aqid=5b5b2bdf5572abec072307d54942e613
66e22d7ab7f663df45f3e11e,Chrome Hearts Leather Flareney Notebook Cover,$1050,,,OS,(21 days),about 2 hours ago(21 days),https://www.grailed.com/listings/66142331-chrome-hearts-chrome-hearts-leather-flareney-notebook-cover?g_aidx=Listing_production&g_aqid=5b5b2bdf5572abec072307d54942e613
66e22d7ab7f663df45f3e11f,Chrome Hearts Laurie Lynn Stark Small Item Case,$825,,,OS,(21 days),about 2 hours ago(21 days),https://www.grailed.com/listings/66142216-chrome-hearts-chrome-hearts-laurie-lynn-stark-small-item-case?g_aidx=Listing_production&g_aqid=5b5b2bdf5572abec072307d54942e613
66e22d7ab7f663df45f3e120,Chrome Hearts Grey Black & Red Cross Patch Jeans,$10450,,,32,(21 days),about 2 hours ago(21 days),https://www.grailed.com/listings/66142128-chrome-hearts-chrome-hearts-grey-black-red-cross-patch-jeans?g_aidx=Listing_production&g_aqid=5b5b2bdf5572abec072307d54942e613
66e22d7ab7f663df45f3e121,Chrome hearts heroes project T-shirt,$285,,,S,(9 days),about 2 hours ago(9 days),https://www.grailed.com/listings/66791540-chrome-hearts-chrome-hearts-heroes-project-t-shirt?g_aidx=Listing_production&g_aqid=5b5b2bdf5572abec072307d54942e613
66e22d7ab7f663df45f3e122,Chrome hearts red horseshoe hoodie,$695,,,XS,(9 days),about 2 hours ago(9 days),https://www.grailed.com/listings/66791472-chrome-hearts-x-vintage-chrome-hearts-red-horseshoe-hoodie?g_aidx=Listing_production&g_aqid=5b5b2bdf5572abec072307d54942e613
66e22d7ab7f663df45f3e123,Chrome hearts burgundy dagger tshirt,$310,,,L,(9 days),about 2 hours ago(9 days),https://www.grailed.com/listings/66791347-chrome-hearts-x-vintage-chrome-hearts-burgundy-dagger-tshirt?g_aidx=Listing_production&g_aqid=5b5b2bdf5572abec072307d54942e613
66e22d7ab7f663df45f3e124,Chrome hearts thermal beanie,$444,,,OS,(9 days),about 2 hours ago(9 days),https://www.grailed.com/listings/66791550-chrome-hearts-chrome-hearts-thermal-beanie?g_aidx=Listing_production&g_aqid=a0cba96866087df36c2ed45f5c7d7e43
66e22d7ab7f663df45f3e125,Chrome hearts Las Vegas Faded T-shirt,$285,,,S,(9 days),about 2 hours ago(9 days),https://www.grailed.com/listings/66791546-chrome-hearts-x-vintage-chrome-hearts-las-vegas-faded-t-shirt?g_aidx=Listing_production&g_aqid=a0cba96866087df36c2ed45f5c7d7e43
66e22d7ab7f663df45f3e126,Chrome hearts Tbar flare sweatpants,$605,,,32,(22 days),about 2 hours ago(22 days),https://www.grailed.com/listings/65929618-chrome-hearts-chrome-hearts-tbar-flare-sweatpants?g_aidx=Listing_production&g_aqid=a0cba96866087df36c2ed45f5c7d7e43
66e22d7ab7f663df45f3e127,Chrome hearts horseshoe cross logo tshirt,$444,,,XL,(22 days),about 2 hours ago(22 days),https://www.grailed.com/listings/65929392-chrome-hearts-chrome-hearts-horseshoe-cross-logo-tshirt?g_aidx=Listing_production&g_aqid=a0cba96866087df36c2ed45f5c7d7e43
66e22d7ab7f663df45f3e128,Chrome Hearts Heavy Leather Briefcase,$5200,,,OS,(21 days),about 2 hours ago(21 days),https://www.grailed.com/listings/66142064-chrome-hearts-chrome-hearts-heavy-leather-briefcase?g_aidx=Listing_production&g_aqid=a0cba96866087df36c2ed45f5c7d7e43
66e22d7ab7f663df45f3e129,Chrome hearts vertical triple cross T-shirt,$415,,,S,(9 days),about 2 hours ago(9 days),https://www.grailed.com/listings/66791581-chrome-hearts-x-vintage-chrome-hearts-vertical-triple-cross-t-shirt?g_aidx=Listing_production&g_aqid=a0cba96866087df36c2ed45f5c7d7e43
66e22d7ab7f663df45f3e12a,Chrome hearts retro cycle hoodie,$790,,,M,(9 days),about 2 hours ago(9 days),https://www.grailed.com/listings/66791563-chrome-hearts-chrome-hearts-retro-cycle-hoodie?g_aidx=Listing_production&g_aqid=a0cba96866087df36c2ed45f5c7d7e43
66e22d7ab7f663df45f3e12b,Chrome hearts yellow dagger T-shirt,$240,,,M,(9 days),about 2 hours ago(9 days),https://www.grailed.com/listings/66791533-chrome-hearts-chrome-hearts-yellow-dagger-t-shirt?g_aidx=Listing_production&g_aqid=a0cba96866087df36c2ed45f5c7d7e43
66e22d7ab7f663df45f3e12c,Chrome hearts matty boy structure hoodie,$630,,,M,(9 days),about 2 hours ago(9 days),https://www.grailed.com/listings/66791485-chrome-hearts-chrome-hearts-matty-boy-structure-hoodie?g_aidx=Listing_production&g_aqid=a0cba96866087df36c2ed45f5c7d7e43
66e22d7ab7f663df45f3e12d,Chrome hearts neon eye chart T-shirt,$355,,,S,(9 days),about 2 hours ago(9 days),https://www.grailed.com/listings/66791432-chrome-hearts-chrome-hearts-neon-eye-chart-t-shirt?g_aidx=Listing_production&g_aqid=a0cba96866087df36c2ed45f5c7d7e43
66e22d7ab7f663df45f3e12e,Chrome hearts USA long sleeve tshirt,$555,,,M,(9 days),about 2 hours ago(9 days),https://www.grailed.com/listings/66790415-chrome-hearts-chrome-hearts-usa-long-sleeve-tshirt?g_aidx=Listing_production&g_aqid=a0cba96866087df36c2ed45f5c7d7e43
66e22d7ab7f663df45f3e12f,Chrome hearts silver dagger T-shirt,$385,,,S,(9 days),about 2 hours ago(9 days),https://www.grailed.com/listings/66768207-chrome-hearts-x-vintage-chrome-hearts-silver-dagger-t-shirt?g_aidx=Listing_production&g_aqid=a0cba96866087df36c2ed45f5c7d7e43
66e22d7ab7f663df45f3e130,Chrome hearts sex records hat,$490,,,OS,(18 days),about 2 hours ago(18 days),https://www.grailed.com/listings/66316212-chrome-hearts-chrome-hearts-sex-records-hat?g_aidx=Listing_production&g_aqid=a0cba96866087df36c2ed45f5c7d7e43
